"ID (do not edit)","Where it appears","TEXT — edit this column","Notes"
"voice.b3C2","Episode 2 · Chapter 3 · The Pressure — The buddy in the next scrape (episode 2, chapter 3): Scene C: his torch on his own legs, then out","[whispering] Nothing there. Maybe root. Or you fell asleep sitting.","4.06 s"
"voice.b3C3","Episode 2 · Chapter 3 · The Pressure — The buddy in the next scrape (episode 2, chapter 3): Scene C: not laughing","[quietly, serious] Face the front. I face mine. Relief at four.","4.85 s"
"voice.b3D","Episode 2 · Chapter 3 · The Pressure — The buddy in the next scrape (episode 2, chapter 3): Scene D: after the shout","[annoyed, whispering] Siao ah?","1.45 s"
"voice.k3bush","Episode 2 · Chapter 3 · The Pressure — A bunkmate (episode 2): Play: the torch lands on the kneeling man beside him (Chad's words)","[quiet, uneasy] There's someone running around in the bushes, but the next section is at least a kilometer away...","5.51 s"
"voice.s3brief","Episode 2 · Chapter 3 · The Pressure — The platoon sergeant (episode 2): The film: the brief at the drop-off, low","[low, firm] Single file. Five metres. Nobody talks. We harbour before dark.","6.16 s"
"voice.s3hiss","Episode 2 · Chapter 3 · The Pressure — The platoon sergeant (episode 2): Scene D: the hiss from the far scrape","[angry whisper] TWO. Shut up.","1.84 s"
"voice.n2askA","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Scene A opens: what he says to the encik","Encik, something happened. I don't know what.","3.52 s"
"voice.e2A","Episode 2 · Chapter 2 · Nobody There — The encik, the sergeant-major (episode 2): Scene A: the encik's answer, before he walks off","Good. Don't know means don't know. Go eat and don't think too much... Put your focus on the live range tomorrow. I will check your bunk tonight...","9.92 s"
"voice.n2askB","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Scene B opens: what he says to the encik","Encik, the bunk is haunted. I'm sure.","2.32 s"
"voice.e2saw","Episode 2 · Chapter 2 · Nobody There — The encik, the sergeant-major (episode 2): Scene B: the encik's challenge","You saw?","0.88 s"
"voice.n2nobut","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Scene B: cut off","No, but—","1.68 s"
"voice.e2cock","Episode 2 · Chapter 2 · Nobody There — The encik, the sergeant-major (episode 2): Scene B: the encik shuts it down; the table goes quiet","Don't talk cock! Go back and eat your breakfast!","3.04 s"
"voice.n2B1","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Scene B: to himself, the whole table looking","Guess only I know what is happening...","2.72 s"
"voice.n2askC","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Scene C opens: what he says to the encik","Never mind encik, I think I was just tired.","2.96 s"
"voice.e2ok","Episode 2 · Chapter 2 · Nobody There — The encik, the sergeant-major (episode 2): Scene C: after a look that lasts a beat too long (SUPERSEDED at v10.8 by e2hmm; the file stays in the pack, nothing cues it)","Ok.","0.64 s"
"voice.e2hmm","Episode 2 · Chapter 2 · Nobody There — The encik, the sergeant-major (episode 2): Scene C: after a look that lasts a beat too long — contemplative, not a verdict","Hmmmm.... okay...","1.92 s"
"voice.n2sigh","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Scene C: three in the morning, awake — a defeated sigh before the line","[sighs] Haaahh...","2.56 s · Wordless. The tag shapes the breath; the text gives eleven_v3 something to voice."
"voice.n2C1","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Scene C: three in the morning, awake, it has started again","I should have just told him...","1.76 s"
"voice.n2alone","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Scene C: after that — what backing down bought him","[quietly, hopeless] Now I'm alone with this... every single night.","4.64 s"
"voice.n2askD","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Scene D opens: what he says to the encik","Encik, what do you think it is?","1.92 s"
"voice.e2D1","Episode 2 · Chapter 2 · Nobody There — The encik, the sergeant-major (episode 2): Scene D: the encik's three answers","Old block la.... Plumbing issue.... Or you're just too tired....","3.92 s"
"voice.e2D2","Episode 2 · Chapter 2 · Nobody There — The encik, the sergeant-major (episode 2): Scene D: the shrug, and the rule","And if it's not those two, mind your own business and don't disturb it.","6.24 s"
"voice.n2A","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Under outcome card A","I told him what I knew, and only that. He didn't laugh.","3.76 s"
"voice.n2B","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Under outcome card B","I said I was sure. I wasn't. Now nobody will listen.","4.56 s"
"voice.n2C","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Under outcome card C","I called it nothing. It wasn't nothing. Three a.m. knew that.","4.48 s"
"voice.n2D","Episode 2 · Chapter 2 · Nobody There — James at eighteen (episode 2): Under outcome card D","He gave me three answers and one rule. The rule was the answer.","6.16 s"
"voice.n4pro1","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): The film: in the back of the tonner, arriving at the range","Night two. The live range. After last night, I was glad to have something to point at.","5.72 s"
"voice.n4pro2","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): The film: the ammo point, the magazines issued","Live rounds. Nobody fires until the tower says fire. Simple. Just watch your front.","6.53 s"
"voice.n4report","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): Play: keying the radio, in the proper form — what option A does","[tense] Tower, lane six. Contact in the target area. Negative enemy. Not a target. Over.","6.03 s"
"voice.n4notarget","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): Play: the shape crossing the arc that is not on any rail","[nervous] That's not a target.","1.80 s"
"voice.n4back","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): Play: a round into it, and it is back on the next flare","[frightened] It's coming back.","1.96 s"
"voice.n4dawn","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): The ending, over the tonner at dawn — and the line that loads chapter 5","By morning, everybody had the story. Five men, one bicycle, floating. I had my own, and I kept it to myself. I stopped looking after that.","9.48 s"
"voice.n4draw","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): Scene B: as he steps forward of the firing line","[uneasy] Somehow I feel drawn to investigate more. Surely my eyes weren't playing tricks on me.","5.15 s · Chad's own words."
"voice.n4gasp","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): Scene C: the 180 turn, and it is standing behind him","[gasps in terror] Haaah—!","1.07 s · Wordless. The direction IS the take (v4.8's rule)."
"voice.n4runD","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): Scene D: off the line, running","[panicking] No. No, no— I'm not staying out here!","2.51 s"
"voice.n4pant","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): Scene D: the breathing under the run, and under the faint","[breathing hard, terrified] Hah... hah... hah... hah...","3.16 s · Wordless. Routed round the voice bus is NOT needed — it is a spoken-level take, not a whisper."
"voice.n4A","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): The outcome card, choice A","I kept my lane. I said what I saw, in the proper words, and then I carried on.","5.15 s"
"voice.n4B","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): The outcome card, choice B","I went out to look. The ground was empty, and the sound came from behind me.","4.83 s"
"voice.n4C","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): The outcome card, choice C","I put a whole magazine into it. Every round brought it closer.","4.75 s"
"voice.n4D","Episode 2 · Chapter 4 · The Cyclist — James at eighteen (episode 2): The outcome card, choice D","I ran. Five other men ran with me. Nobody looked back down the range.","6.11 s"
"voice.t4load","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): Play: the load order on the line","Shooters. LOAD. Magazine on. Cock your weapon. Safety catch ON.","5.80 s · Bark rule — no stage direction."
"voice.t4ready","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): The film's last order, and again before the last serial","Shooters. Watch your front. READY.","2.59 s · Bark rule."
"voice.t4fire1","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): Play: the first serial, the static target","At the one hundred metre target. FIRE.","2.77 s · Bark rule. The range is COMPRESSED to 62 m; the order says a hundred because that is what a range officer says."
"voice.t4fire2","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): Play: the second serial, the pop-ups","Pop-up targets, two hundred metres. Watch your front. FIRE at your own time.","4.60 s · Bark rule."
"voice.t4fire3","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): Play: the third serial, the mover on the rail","Moving target, left to right. Watch your front. FIRE.","4.44 s · Bark rule. This is the drill the chapter exists to teach."
"voice.t4cease","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): Play: the end of every serial","CEASE FIRE. Cease fire. Unload. Clear weapons.","5.33 s · Bark rule."
"voice.t4who","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): Play: the tower answers the player's own first round, and scene C","CEASE FIRE! Who fired? Lane six. What are you firing at?","4.72 s · Bark rule. v14.3: LANE SIX, because the tower is challenging the PLAYER (Chad: 'the voicelines keep referring to lane 5, when it should say lane 6 at the player instead') - and the cue moved onto the player's own round so that it is true."
"voice.t4neg","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): Play: the radio, against everything the line can see","Negative. Nobody in the target area. Range party confirms. Nobody forward of the line. Stand fast.","6.43 s · Bark rule. The chapter's whole gap is in this line."
"voice.t4roger","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): Play: the answer to the radio report","Roger, lane six. Stand fast. Do not leave your lane.","4.05 s · Bark rule."
"voice.t4endex","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): Scenes A and D: the range is closed","All lanes. Cease fire. Unload, clear weapons. The range is closed.","5.33 s · Bark rule."
"voice.t4man","Episode 2 · Chapter 4 · The Cyclist — The range officer in the tower (episode 2, chapter 4): Scene B: he is forward of the firing line","ALL LANES CEASE FIRE! Man on the range! Lane six is forward of the line!","5.88 s · Bark rule."
"voice.e4wait","Episode 2 · Chapter 4 · The Cyclist — The range safety NCO (episode 2, chapter 4): Play: a round before the order","WAIT for the order! Nobody fires until the tower says fire! You want to go home or not?","5.88 s · Bark rule."
"voice.e4down","Episode 2 · Chapter 4 · The Cyclist — The range safety NCO (episode 2, chapter 4): Scenes A and C: weapons down","STOP! Weapons DOWN! Muzzle down the range! DOWN!","3.79 s · Bark rule."
"voice.e4line","Episode 2 · Chapter 4 · The Cyclist — The range safety NCO (episode 2, chapter 4): Scene B: behind him as he goes over the berm","LANE SIX! GET BACK ON THE LINE! NOW!","3.08 s · Bark rule."
"voice.e4back","Episode 2 · Chapter 4 · The Cyclist — The range safety NCO (episode 2, chapter 4): Scene B: the panic shout as he keeps walking, just before the black","GET BACK HERE! NOW!","1.88 s · Bark rule — no stage direction."
"voice.b4stag","Episode 2 · Chapter 4 · The Cyclist — The buddy in the next scrape (episode 2, chapter 3): Play: the wait on the line, after the serials","Eh. Last night. You never say anything after.","3.13 s"
"voice.b4there","Episode 2 · Chapter 4 · The Cyclist — The buddy in the next scrape (episode 2, chapter 3): Not cued since v13.0 - the buddy's own shout says it in Chad's words. Kept in the pack.","Sergeant! Got someone in the target area!","2.35 s"
"voice.b4float","Episode 2 · Chapter 4 · The Cyclist — The buddy in the next scrape (episode 2, chapter 3): Play: the played moment, beside him","Eh... it's floating. You see or not?","2.85 s"
"voice.k4shout","Episode 2 · Chapter 4 · The Cyclist — A bunkmate (episode 2): Scenes A and D: the other detail comes off the line","Eh, what is that? The bicycle! It's floating! Look over there!","4.02 s"
"voice.r4run","Episode 2 · Chapter 4 · The Cyclist — The recruit who heard it (episode 2): Scenes A and D: the shout that starts the run","Get off the line! Somebody in the lalang! GO! GO!","3.47 s"
"voice.b4cyc","Episode 2 · Chapter 4 · The Cyclist — The buddy in the next scrape (episode 2, chapter 3): Play: the frame the ghost cyclist is first seen — lane five","[shouting, alarmed] Oh my god! What's that?!","2.12 s"
"voice.k4cyc","Episode 2 · Chapter 4 · The Cyclist — A bunkmate (episode 2): Play: the frame the ghost cyclist is first seen — down the line","[shouting urgently] There's someone at the range! Don't shoot! DON'T SHOOT!","3.42 s"
"voice.r4cyc","Episode 2 · Chapter 4 · The Cyclist — Another recruit at the table (episode 2): Play: the frame the ghost cyclist is first seen — the far end","[shouting, panicked] Sergeant! There's someone cycling in the range!","2.35 s"
"voice.n5pro1","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): Opening film, over black","Months later. Days away from ORD.","3.08 s"
"voice.n5pro2","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): Opening film, the company line in the afternoon","The outfield was behind me. I hadn't thought about any of it in a long time. I wasn't trying not to. It just went.","7.55 s"
"voice.n5pro3","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): Opening film, the clearance form, the tilt to the stores","Last week in camp. Clear your kit, sign your papers, go home.","4.44 s"
"voice.n5pro4","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): Opening film, the push-in on the figure by the stores","Then I saw him.","1.96 s"
"voice.c5arms","Episode 2 · Chapter 5 · The Last Question — The storeman and the company clerk (episode 2, chapter 5): Play: the armskote counter, handing the rifle in","Rifle. Serial number... okay. In the rack, end one.","5.04 s"
"voice.c5store","Episode 2 · Chapter 5 · The Last Question — The storeman and the company clerk (episode 2, chapter 5): Play: the stores counter, handing the torch in","Torch, one. Sign here.","2.25 s"
"voice.c5form","Episode 2 · Chapter 5 · The Last Question — The storeman and the company clerk (episode 2, chapter 5): Play: the company office, the form signed","All clear. Three more days only ah. Congratulations.","3.24 s"
"voice.n5hi","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): Play: walking up to the encik","Encik? Encik, it's me. Hawk Company.","3.16 s"
"voice.e5hi","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Play: he recognises him","Eh. You. Still alive.","1.80 s"
"voice.n5ord","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): Play: the small talk","Three more days, encik. Then I ORD.","3.40 s"
"voice.e5ord","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Play: the small talk","Good. Go home. Eat properly, sleep properly.","3.32 s"
"voice.e5turn","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Play: the turn — unprompted, halfway through","Eh. You remember the question you asked me? In the cookhouse. About the three o'clock shower.","4.83 s"
"voice.n5askA","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): The decision, option A","Who was it, encik? What was his story?","2.04 s"
"voice.n5askB","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): The decision, option B","I don't think about it anymore, encik.","1.72 s"
"voice.n5askC","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): The decision, option C","I think I was just too stressed.","1.96 s"
"voice.n5askD","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): The decision, option D","Why didn't you tell me then, encik?","2.04 s"
"voice.e5A1","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene A: the recruit in bed one","Before my time. One recruit, bed one. Quiet boy. Every night he's the last one in the shower. He don't like people see him wash.","8.75 s"
"voice.e5A2","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene A: the morning they found him","One morning, first parade, he's not there. They find him inside. Water still running.","5.41 s"
"voice.e5A3","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene A: after","No note. No reason. His family come and take him back. The bunk close for one month. Then they open it again like nothing.","8.75 s"
"voice.e5A4","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene A: the attachment line — the episode's teaching","Since then, every batch, bed one, three o'clock. Sometimes the departed are still stuck at the places they have attachments to. That shower was his.","9.40 s"
"voice.e5A5","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene A: and he closes it","You asked, so I told you. But don't go and make it into something. He's not your business.","5.56 s"
"voice.e5B1","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene B: the nod","Good. Better than me.","1.65 s"
"voice.e5B2","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene B: his own night in that bunk","I was in that bunk also. I went to look once. Water running. Somebody standing under it, back facing me. I went back to bed and never look again. One month, then nothing.","12.36 s"
"voice.e5B3","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene B: why he said nothing in the cookhouse","That morning in the cookhouse I say nothing, because if I tell you, you check every night until ORD. You didn't.","7.71 s"
"voice.e5B4","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene B: the line that closes the episode","After your batch posted out. Quiet. First time in years.","4.52 s"
"voice.e5C","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene C: the whole scene","I know it is easier to brush things off with logic and reason. But there are many things you simply won't fully understand.","8.12 s"
"voice.e5D1","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene D: the boy he told once","Because I told one boy before you. Same question. After that he checked every night. Two months later he's out. Not sick. Not injured. Just cannot anymore.","10.42 s"
"voice.e5D2","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene D: the rule he made after","After him I decide. Nobody gets told until they are leaving.","4.52 s"
"voice.e5D3","Episode 2 · Chapter 5 · The Last Question — The encik, the sergeant-major (episode 2): Scene D: and the quiet","After your batch posted out. Quiet. First time in years. Now you know. Now it cannot hurt you.","7.00 s"
"voice.n5A","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): Under outcome card A","I asked who he was. Encik told me, and then told me to leave it there.","5.33 s"
"voice.n5B","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): Under outcome card B","I had already let it go. He only confirmed I was right to.","3.55 s"
"voice.n5C","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): Under outcome card C","I called it stress. He wouldn't let me.","3.16 s"
"voice.n5D","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): Under outcome card D","I wanted a reason I was owed. He gave me one. It didn't help.","4.68 s"
"voice.n5close","Episode 2 · Chapter 5 · The Last Question — James at eighteen (episode 2): The closing narration, to camera, in all four outcomes","The departed stay where their attachments are. So do the living. His was that shower. Mine was the question. When I put it down, so did he.","11.47 s"
